NEWID,SEQNO,ALCNO,HSVCODE,HSVCODE_,HSVCD1,HSVCD1_,HSVCD2,HSVCD2_,HSVCD3,HSVCD3_,HSVCD4,HSVCD4_,HSVCD5,HSVCD5_,HSVCD6,HSVCD6_,HSVCD7,HSVCD7_,HSVCD8,HSVCD8_,HSVCD9,HSVCD9_,HSVMO,HSVMO_,HSVGFTC,HSVGFTC_,HSVEXPX,HSVEXPX_,QYEAR
05669902,32,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,101,D,20243
05669902,33,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20243
05669902,34,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,101,D,20243
05669902,35,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,18,D,20243
05669992,12,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,300,D,20243
05670002,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,250,D,20243
05670002,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05670002,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05670002,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,85,D,20243
05670122,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05670132,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,56,D,20243
05670192,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05670192,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,93,D,20243
05670202,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,4176,T,20243
05670202,7,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,45,D,20243
05670422,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,149,D,20243
05670422,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,100,D,20243
05670462,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,310,D,20243
05670482,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,36,D,20243
05670482,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,280,D,20243
05670482,13,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,125,D,20243
05670592,22,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,65,D,20243
05670592,23,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20243
05670592,24,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,10,D,20243
05670592,25,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,111,D,20243
05670732,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,35,D,20243
05670742,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,150,D,20243
05670742,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,75,D,20243
05670882,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,100,D,20243
05670972,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,65,D,20243
05671012,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20243
05671072,6,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05671102,6,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,33,D,20243
05671102,7,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,20,D,20243
05671122,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,220,D,20243
05671122,15,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,122,D,20243
05671252,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05671272,7,0,900,D,310,D,170,D,,A,,A,,A,,A,,A,,A,,A,13,D,2,D,,H,20243
05671272,7,1,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,2,D,36,E,20243
05671272,7,2,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,2,D,14,E,20243
05671302,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,33,D,20243
05671302,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20243
05671302,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,56,D,20243
05671312,13,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,100,D,20243
05671312,14,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,100,D,20243
05671312,15,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,100,D,20243
05671462,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,350,D,20243
05671542,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,150,D,20243
05671672,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,420,D,20243
05671672,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,45,D,20243
05671672,12,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,19,D,20243
05671782,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,65,D,20243
05671822,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,200,D,20243
05671862,17,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20243
05671872,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20243
05671872,16,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05671922,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,500,D,20243
05671922,10,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,700,D,20243
05672072,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,115,D,20243
05672252,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,152,D,20243
05672252,18,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,1200,D,20243
05672362,19,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,91,D,20243
05672492,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20243
05672562,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,90,D,20243
05672562,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,105,D,20243
05672612,19,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,162,D,20243
05672612,20,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,140,D,20243
05672622,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,20,D,20243
05672732,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,125,D,20243
05672732,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05672912,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05672922,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,47,D,20243
05672922,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05672972,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05672972,10,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,234,D,20243
05672972,11,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,275,D,20243
05673192,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,180,D,20243
05673192,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,180,D,20243
05673192,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,60,D,20243
05673202,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,25,D,20243
05673212,25,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,180,D,20243
05673212,26,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,450,D,20243
05673212,27,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,2000,D,20243
05673212,28,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20243
05673232,10,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,200,D,20243
05673412,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05673482,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,128,D,20243
05673482,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05673492,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,130,D,20243
05673532,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05673572,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,220,D,20243
05673742,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,95,D,20243
05673812,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05674082,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05674402,7,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05674452,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,20,D,20243
05674452,11,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,800,D,20243
05674542,30,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,98,D,20243
05674632,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05674682,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,33,D,20243
05674692,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,215,D,20243
05674712,22,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,37,D,20243
05674712,23,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20243
05674712,24,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,75,D,20243
05674842,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,65,D,20243
05674842,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,120,D,20243
05675142,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20243
05675182,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,60,D,20243
05675202,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,290,D,20243
05675202,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,46,D,20243
05675282,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,130,D,20243
05675282,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05675642,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,64,D,20243
05675642,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05675752,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,44,D,20243
05675822,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,85,D,20243
05675822,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,314,D,20243
05675822,10,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,225,D,20243
05675872,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,600,D,20243
05675902,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05675992,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,200,D,20243
05675992,17,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,20,D,20243
05676082,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,105,D,20243
05676082,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05676102,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05676132,22,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,163,D,20243
05676132,23,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,163,D,20243
05676482,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,106,D,20243
05676552,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,160,D,20243
05676552,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,180,D,20243
05676552,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,280,D,20243
05676552,15,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,49,D,20243
05676562,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,10,D,20243
05676572,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,150,D,20243
05676572,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,215,D,20243
05676582,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,200,D,20243
05676582,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,100,D,20243
05676582,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,1500,D,20243
05676582,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05676622,18,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,75,D,20243
05676652,13,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05676662,19,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,10,D,20243
05676703,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,100,D,20243
05676792,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,32,D,20243
05676792,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,22,D,20243
05676822,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05676822,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,44,D,20243
05676942,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05676972,20,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20243
05676982,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,70,D,20243
05677132,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,250,D,20243
05677262,13,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,37,D,20243
05677282,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,145,D,20243
05677282,13,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,240,D,20243
05677292,12,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,200,D,20243
05677352,22,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,220,D,20243
05677392,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20243
05677442,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,130,D,20243
05677442,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,80,D,20243
05677462,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,550,D,20243
05677512,45,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,65,D,20243
05677512,46,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,45,D,20243
05677512,47,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,75,D,20243
05677552,20,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,39,D,20243
05677592,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05677722,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05677722,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20243
05678022,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,48,D,20243
05678072,17,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,86,D,20243
05678172,6,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,500,D,20243
05678182,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,40,D,20243
05678272,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05678374,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05678412,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,144,D,20243
05678412,15,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,263,D,20243
05678412,16,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,55,D,20243
05678432,12,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,32,D,20243
05678454,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,250,D,20243
05678512,11,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,440,D,20243
05678692,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05678752,19,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,20,D,20243
05678752,21,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,20,D,20243
05678752,22,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,20,D,20243
05678752,23,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,17,D,20243
05678782,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20243
05678872,20,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,490,D,20243
05679142,13,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,100,D,20243
05679352,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,5,D,20243
05679352,13,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,3,D,20243
05679362,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20243
05679362,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05679382,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05679452,12,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,160,D,20243
05679472,24,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,35,D,20243
05679822,10,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,125,D,20243
05679842,8,0,900,D,190,D,170,D,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,,H,20243
05679842,8,1,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,66,E,20243
05679842,8,2,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,84,E,20243
05680112,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,160,D,20243
05680142,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05680202,6,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,21,D,20243
05680242,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,300,D,20243
05680242,18,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,300,D,20243
05680242,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,1,D,150,D,20243
05680252,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05680252,12,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05680252,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,90,D,20243
05680312,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,90,D,20243
05680492,20,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,98,D,20243
05680492,21,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,13,D,20243
05680562,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,45,D,20243
05680562,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05680562,15,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,225,D,20243
05680582,20,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,150,D,20243
05680603,12,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,1400,D,20243
05680702,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,15,D,20243
05680772,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,45,D,20243
05680922,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,35,D,20243
05680922,19,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,220,D,20243
05681012,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05681032,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,85,D,20243
05681032,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05681032,18,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05681032,19,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,41,D,20243
05681052,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,75,D,20243
05681052,12,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,12,D,20243
05681082,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,19,D,20243
05681082,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,99,D,20243
05681092,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,86,D,20243
05681132,23,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,950,D,20243
05681142,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,10,D,20243
05681352,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,250,D,20243
05681352,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,1,D,250,D,20243
05681352,19,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,45,D,20243
05681352,20,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,150,D,20243
05681422,8,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,550,D,20243
05681532,19,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,50,D,20243
05681612,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05681632,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05681632,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20243
05681712,20,0,900,D,170,D,190,D,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,H,20243
05681712,20,1,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,104,E,20243
05681712,20,2,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,78,E,20243
05681712,21,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20243
05681712,22,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,800,D,20243
05681732,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,110,D,20243
05681912,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20243
05682192,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,100,D,20243
05682212,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,30,D,20243
05682292,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,130,D,20243
05682292,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,220,D,20243
05682292,11,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,82,D,20243
05682472,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,170,D,20243
05682472,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,160,D,20243
05682502,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05682792,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
